CustomerID,Age,Gender,ContractType,MonthlyCharges,TotalCharges,TechSupport,InternetService,Tenure,PaperlessBilling,PaymentMethod,Churn,Average_Monthly_Charges,Customer_Lifetime_Value
e2acf72f-9e57-4f7a-a0ee-89aed453dd32,41.0,Female,Month-to-month,77.77,3888.5,No,No,50,Yes,Mailed check,No,77.77,38885.0
3139d32c-93cd-49bf-9c94-1cf0dc98d2c1,20.0,Male,Month-to-month,55.78,,Yes,DSL,5,No,Credit card,No,55.779999999999994,2789.0
a9488d99-0bbb-4599-91ce-5dd2b45ed1f0,39.0,Female,One year,47.55,2282.3999999999996,Yes,DSL,48,Yes,Credit card,No,47.54999999999999,22823.999999999996
fc377a4c-4a15-444d-85e7-ce8a3a578a8e,70.0,Female,One year,100.72,,Yes,Fiber optic,13,Yes,Credit card,No,100.72,13093.599999999999
ddd1dfb2-3b98-4ef8-9af6-1a26146d3f31,19.0,Male,Two year,56.7,,Yes,No,32,Yes,Credit card,Yes,56.7,18144.0
7412b293-4729-4739-a14f-f3d719db3ad0,41.0,Female,Month-to-month,51.7,3463.9,Yes,Fiber optic,67,Yes,Electronic check,No,51.7,34639.0
29a3b2e9-5d65-4441-9588-42dea2bc372f,61.0,Male,Month-to-month,105.0,3150.0,No,Fiber optic,30,Yes,Credit card,No,105.0,31500.0
ab9099a4-35a2-40ae-9af3-05535ec42e08,,Male,One year,104.63,627.78,No,No,6,Yes,Electronic check,Yes,104.63,6277.799999999999
aefcfad8-efc8-4849-b3aa-7efe4458a885,55.0,Male,Two year,55.64,1391.0,Yes,DSL,25,Yes,Electronic check,No,55.64,13910.0
a28defe3-9bf0-4273-9247-6f57a5e5a5ab,19.0,Female,Two year,103.25,2891.0,Yes,DSL,28,Yes,Credit card,No,103.25,28910.0
3eabedcb-baa8-4dd4-88bd-64072bcfbe01,77.0,Female,One year,105.08,6514.96,Yes,Fiber optic,62,No,Mailed check,Yes,105.08,65149.6
451b4cf3-6123-4df7-b656-af7229d4beef,38.0,Female,Month-to-month,62.39,1372.58,No,No,22,No,Mailed check,No,62.38999999999999,13725.8
b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,50.0,Male,One year,,,No,DSL,68,Yes,Bank transfer,No,26.65,18122.0
5304317f-af42-412f-b838-b3268e944239,29.0,Male,One year,20.16,302.4,No,DSL,15,No,Electronic check,Yes,20.16,3024.0
0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,75.0,Female,One year,72.33,1880.58,No,No,26,No,Electronic check,No,72.33,18805.8
ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,39.0,Female,One year,54.41,3427.83,No,No,63,Yes,Mailed check,No,54.41,34278.3
10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,78.0,Female,Month-to-month,119.71,2154.7799999999997,No,DSL,18,No,Electronic check,No,119.70999999999998,21547.799999999996
9132b63e-f162-47e4-a9c3-49e03602f8ac,61.0,Female,One year,97.24,6126.12,Yes,Fiber optic,63,No,Mailed check,No,97.24,61261.2
366eb16f-508e-4ad7-b7c9-3acfe059a0ee,42.0,Female,Month-to-month,96.13,5960.0599999999995,No,Fiber optic,62,No,Bank transfer,No,96.13,59600.59999999999
e27a984d-6548-41d0-bfcd-9eb1a7cad415,66.0,Male,One year,115.52,7855.36,Yes,DSL,68,Yes,Credit card,No,115.52,78553.59999999999
24933b83-7577-40a9-a491-f0b2ea1fca65,44.0,Male,Two year,108.77,5220.96,Yes,Fiber optic,48,Yes,Credit card,Yes,108.77,52209.6
beb79919-3f22-4af8-a3be-d01d43cf2fde,76.0,Male,Month-to-month,51.82,2591.0,No,Fiber optic,50,No,Credit card,No,51.82,25910.0
bf3c4c06-4343-48bc-89fa-6a688fb5d27b,59.0,Female,Two year,36.6,2305.8,No,No,63,Yes,Bank transfer,No,36.6,23058.0
956269f0-e5d7-4875-adad-d6c795a76d79,45.0,Male,One year,94.59,,No,No,69,Yes,Electronic check,No,94.59,65267.1
ff50bde4-3825-47b8-9cab-cc97663f1c97,77.0,Male,One year,57.83,346.98,No,No,6,No,Bank transfer,No,57.830000000000005,3469.8
7e570ddf-8270-40a8-a369-b584ff5e9ff0,33.0,Male,One year,67.32,3904.5599999999995,No,Fiber optic,58,No,Electronic check,Yes,67.32,39045.59999999999
dc713d96-0c0f-4195-817a-f08a1745d6d8,32.0,Male,Month-to-month,83.04,4235.04,No,No,51,No,Electronic check,Yes,83.04,42350.4
28f49481-a0a0-4dc4-a720-9bdf1c11f735,79.0,Male,Two year,110.79,1329.48,No,No,12,No,Credit card,No,110.79,13294.8
98ae4334-6c12-4ce8-ae34-0454cac5b68c,79.0,Female,Month-to-month,61.91,2909.77,No,DSL,47,Yes,Mailed check,No,61.91,29097.7
988c24c9-61b1-4d22-a280-1c4510435a10,64.0,Male,Month-to-month,98.33,884.97,Yes,No,9,Yes,Mailed check,No,98.33,8849.7
405cacec-8774-49a9-b7d2-1e02ff01cf99,79.0,Female,One year,46.83,327.81,Yes,DSL,7,Yes,Credit card,No,46.83,3278.1
f143262f-dc5c-4eed-8da0-365bf89897b9,68.0,Female,Two year,89.8,2604.2,No,Fiber optic,29,Yes,Electronic check,No,89.8,26042.0
1d53434b-b881-49b9-ae27-0da702f06b90,61.0,Female,One year,20.16,1028.16,Yes,No,51,Yes,Bank transfer,No,20.16,10281.6
c0398710-8976-4334-a281-7efdae849217,72.0,Female,Month-to-month,107.15,5893.25,No,DSL,55,Yes,Credit card,No,107.15,58932.5
5715bd6f-a416-4293-84c2-e2e3444ea7c8,69.0,Female,One year,23.04,1359.36,Yes,DSL,59,Yes,Credit card,No,23.04,13593.599999999999
287d06ca-6f4c-469a-8b22-d3081c8eaee9,74.0,Male,Two year,91.28,5111.68,Yes,DSL,56,Yes,Bank transfer,Yes,91.28,51116.8
b8db0672-f42d-47cc-80d4-af5974273ca3,20.0,Male,One year,24.63,541.86,No,Fiber optic,22,Yes,Electronic check,No,24.63,5418.6
f8cda88b-436d-46e2-b83c-fe0be037e5ed,54.0,Female,Two year,46.62,839.16,No,No,18,No,Credit card,No,46.62,8391.6
81f76d1c-2dbc-4134-830f-f46e8026695f,68.0,Female,Two year,69.72,4043.7599999999998,No,Fiber optic,58,Yes,Credit card,No,69.72,40437.6
a013ac6e-deda-4e16-9b3d-bd5ce9a1fa6f,24.0,Female,One year,61.99,,Yes,DSL,40,Yes,Electronic check,Yes,61.989999999999995,24796.0
81f631d4-a392-41a7-9777-a4774c66e0a8,38.0,Male,Month-to-month,39.18,1214.58,Yes,Fiber optic,31,Yes,Bank transfer,No,39.18,12145.8
5fb8d16c-2720-497d-b2eb-d6899be578c7,26.0,Female,One year,53.38,2989.28,No,Fiber optic,56,No,Bank transfer,No,53.38,29892.800000000003
f4188f3f-8a14-4e62-a95b-4715c333e861,56.0,Male,Month-to-month,92.77,3246.95,Yes,DSL,35,No,Mailed check,No,92.77,32469.5
eb2263dd-87c5-421e-ac24-a3c5c754108f,35.0,Female,Month-to-month,86.93,2260.1800000000003,No,No,26,Yes,Mailed check,No,86.93,22601.800000000003
7d154385-52fb-443b-9954-6eb400257ad1,21.0,Male,One year,27.18,1848.24,Yes,No,68,Yes,Bank transfer,No,27.18,18482.4
5cec4eb5-edd9-4831-9ca3-5cfb04fc6d82,42.0,Female,Month-to-month,94.73,3220.82,No,Fiber optic,34,No,Mailed check,Yes,94.73,32208.2
ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,77.0,Male,Month-to-month,25.3,404.8,Yes,No,16,Yes,Mailed check,No,25.3,4048.0
3da9c2a9-0ed4-4f1a-bd4c-bf374eb93eff,31.0,Female,One year,74.29,3120.1800000000003,No,DSL,42,No,Electronic check,No,74.29,31201.800000000003
14296c07-f26b-4776-913e-4de2e0c53cb8,67.0,Male,One year,46.01,230.04999999999998,No,No,5,Yes,Credit card,Yes,46.01,2300.5
d0e6e660-7c69-4ee1-bb5e-4bcf15ed6269,75.0,Male,One year,78.77,4804.969999999999,No,Fiber optic,61,No,Mailed check,No,78.77,48049.7
885f6e66-c2b6-42c5-ba5d-310011b7e948,26.0,Male,Month-to-month,46.13,2029.72,Yes,DSL,44,No,Mailed check,No,46.13,20297.2
a8e56e0c-20de-435d-a031-d750c40db9b4,43.0,Male,Two year,118.5,4147.5,No,DSL,35,Yes,Electronic check,No,118.5,41475.0
2a45c2ab-8cbf-4db0-b264-accc79ac1b1e,70.0,Male,Month-to-month,50.97,50.97,Yes,DSL,1,No,Bank transfer,No,50.97,509.7
9b49bd26-df57-459a-8715-a10343dac043,19.0,Male,Two year,44.2,1900.6000000000001,No,Fiber optic,43,No,Mailed check,No,44.2,19006.0
edcd465e-3638-4821-b6e0-7cc06c52c49f,37.0,Male,One year,47.85,1531.2,No,Fiber optic,32,No,Credit card,Yes,47.85,15312.0
b09b2a5c-badc-432a-8159-0f538a0f4efb,45.0,Female,Two year,109.65,6907.950000000001,No,No,63,Yes,Mailed check,No,109.65,69079.5
66245bfa-4fcc-439a-b683-d2e6337ea2df,64.0,Female,One year,83.62,2759.46,Yes,Fiber optic,33,Yes,Credit card,No,83.62,27594.6
5f987c71-a65e-488e-abf3-ad39fec21bbe,77.0,Female,One year,93.07,6142.62,Yes,DSL,66,No,Bank transfer,No,93.07,61426.2
7394988f-847f-49b4-a64d-1bcb702753a1,24.0,Female,Two year,111.8,3354.0,Yes,Fiber optic,30,No,Mailed check,No,111.8,33540.0
1064005c-3985-43cf-bf76-be1d1efa2197,61.0,Female,One year,111.19,1111.9,No,Fiber optic,10,Yes,Credit card,No,111.19000000000001,11119.0
8dcdcd03-969b-4662-8562-8059568cc69b,78.0,Male,Two year,,,Yes,No,23,Yes,Credit card,No,93.88999999999999,21594.699999999997
01d74256-3860-4ab6-96a4-02f23ae8cc93,25.0,Male,One year,39.78,1551.42,No,DSL,39,Yes,Credit card,Yes,39.78,15514.2
0f1259e0-a18f-46b6-b535-106e122c9a56,64.0,Male,Month-to-month,104.34,4695.3,No,No,45,No,Bank transfer,No,104.34,46953.0
080aadfb-e7c9-4b26-9141-25c63a9bedd4,52.0,Male,Month-to-month,40.38,1171.02,No,No,29,Yes,Credit card,No,40.38,11710.2
839fbc50-1223-4513-9496-f63cdc1110c1,31.0,Male,One year,94.29,2828.7000000000003,No,No,30,Yes,Electronic check,Yes,94.29,28287.000000000004
7c441fe7-ab42-40a7-874a-493b3ceddf2d,34.0,Female,One year,88.56,3011.04,No,DSL,34,Yes,Bank transfer,No,88.56,30110.4
b92da22b-21df-406f-8a0b-3c3336d8393a,53.0,Female,Two year,95.89,4986.28,Yes,No,52,Yes,Credit card,No,95.89,49862.799999999996
93829b43-922f-415a-a1e3-db63ef7ddc76,67.0,Female,Month-to-month,73.27,,Yes,DSL,22,No,Bank transfer,Yes,73.27,16119.399999999998
7914c120-c8dc-419f-be35-11287900f7f9,57.0,Female,Two year,83.87,419.35,No,No,5,No,Bank transfer,No,83.87,4193.5
1825bc54-30be-445f-a835-14f2ceb81f9d,21.0,Male,One year,115.33,1268.6299999999999,No,No,11,Yes,Electronic check,No,115.32999999999998,12686.3
5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,19.0,Male,One year,,963.52,Yes,DSL,32,No,Credit card,No,30.11,9635.2
dd2467ac-778e-4db3-a93d-ffbc6c6fa611,79.0,Male,Two year,50.88,,No,Fiber optic,24,Yes,Bank transfer,No,50.88,12211.2
a748dbcf-ac61-4e63-8dde-29a6baa4b71a,23.0,Female,One year,81.14,892.54,No,No,11,No,Bank transfer,No,81.14,8925.4
0f844fef-1931-49ee-a56c-0941fbf24050,71.0,Male,Month-to-month,116.41,1280.51,No,Fiber optic,11,Yes,Credit card,Yes,116.41,12805.1
ccf3a171-56dc-4907-ba6c-34ab6712303a,59.0,Female,Two year,29.56,502.52,No,No,17,Yes,Electronic check,Yes,29.56,5025.2
310c0c00-3fa7-4104-9bf9-0e27dc96925e,21.0,Male,Month-to-month,22.25,712.0,Yes,Fiber optic,32,No,Mailed check,No,22.25,7120.0
23e2fcb4-72d8-467d-894a-05e430b187ef,71.0,Male,Month-to-month,25.57,690.39,No,Fiber optic,27,Yes,Credit card,No,25.57,6903.9
766ecb15-474e-4c19-aef9-12766c006f61,46.0,Female,Month-to-month,25.24,807.68,Yes,Fiber optic,32,Yes,Mailed check,No,25.24,8076.799999999999
134c6c92-ec5b-427c-9fde-4fbf3ff350bf,35.0,Male,Two year,110.78,6757.58,Yes,Fiber optic,61,No,Credit card,No,110.78,67575.8
db20a56e-dc81-4fe7-8eda-8bbb71710434,43.0,Male,One year,92.13,2303.25,Yes,Fiber optic,25,Yes,Credit card,No,92.13,23032.5
a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,61.0,Female,Month-to-month,,5613.44,Yes,DSL,64,No,Bank transfer,Yes,87.71,56134.399999999994
03c72ba8-d605-4770-8a63-f881ffd0f9d5,51.0,Male,Month-to-month,72.26,4624.64,No,Fiber optic,64,Yes,Credit card,No,72.26,46246.4
c0e9ab30-ed26-42e9-97e0-11b7f8102383,27.0,Female,Month-to-month,98.2,2749.6,No,DSL,28,Yes,Electronic check,No,98.2,27496.0
680ac07a-2a93-4d62-bc83-5dc0d9441fa5,79.0,Male,One year,35.56,1422.4,No,No,40,No,Electronic check,Yes,35.56,14224.0
dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,53.0,Male,One year,59.19,828.66,Yes,DSL,14,No,Credit card,Yes,59.19,8286.6
2a25a888-0f02-4ad0-a706-7ef466aa9385,31.0,Male,Two year,69.0,2898.0,Yes,Fiber optic,42,Yes,Bank transfer,No,69.0,28980.0
63f2ae24-fc3d-4348-808d-4127610461e3,48.0,Male,One year,,1210.56,Yes,DSL,39,Yes,Bank transfer,No,31.04,12105.599999999999
c8fe3ccd-c8b8-49c6-ad30-49cf43e458fc,65.0,Male,Two year,61.95,123.9,No,Fiber optic,2,No,Mailed check,No,61.95,1239.0
b253d218-6c4a-47ea-8906-17f2747b6dba,32.0,Male,Two year,51.65,51.65,No,DSL,1,No,Credit card,No,51.65,516.5
c88a618e-fed4-457d-bb02-6576f512c4c3,25.0,Male,Two year,23.56,753.92,No,No,32,Yes,Mailed check,No,23.56,7539.2
7c967f79-b7e9-4aca-a970-65e18e46d534,,Male,Two year,33.67,2154.88,Yes,Fiber optic,64,Yes,Bank transfer,No,33.67,21548.800000000003
37bb3eec-4bf5-4b52-b09d-258c27a0c3d7,40.0,Female,Two year,96.4,2988.4,Yes,Fiber optic,31,Yes,Electronic check,No,96.4,29884.0
bc594585-9445-48c0-8ef8-c2d6f7fd5646,77.0,Female,Month-to-month,21.8,1264.4,No,DSL,58,No,Bank transfer,No,21.8,12644.0
504867ba-bf7b-439b-8f9a-ea4b8acd4e10,74.0,Male,One year,113.43,1588.02,Yes,DSL,14,Yes,Electronic check,No,113.42999999999999,15880.2
7a0ecfea-958c-49ba-8cd6-20c20ea2622b,79.0,Male,Month-to-month,28.64,1976.16,Yes,DSL,69,No,Mailed check,No,28.64,19761.600000000002
87f7e1fb-da4b-49ca-ab5c-f46780bacd64,57.0,Female,Two year,99.92,1598.72,No,DSL,16,Yes,Bank transfer,No,99.92,15987.2
82010c62-f5f5-4b22-8e8f-a8e0284d82e5,38.0,Male,One year,109.86,7580.34,Yes,DSL,69,No,Electronic check,No,109.86,75803.4
118a9d29-2f92-4996-99f1-95d014822f53,33.0,Male,Month-to-month,114.11,6161.94,Yes,Fiber optic,54,Yes,Mailed check,Yes,114.11,61619.399999999994
dca02eec-acda-4acc-9165-e21098543881,62.0,Female,Month-to-month,106.75,,No,No,13,No,Bank transfer,No,106.75,13877.5
f10c718b-1eb0-438a-a75d-d5af3c365296,35.0,Male,Two year,48.76,1511.56,Yes,DSL,31,No,Credit card,No,48.76,15115.599999999999
94340a03-3f07-4814-91d6-3f78e3e9de99,64.0,Male,Month-to-month,53.31,3678.3900000000003,Yes,Fiber optic,69,Yes,Bank transfer,Yes,53.31,36783.9
14fcdd54-9e8f-4965-8a2c-827e98326856,70.0,Female,Month-to-month,62.65,1315.6499999999999,Yes,No,21,No,Mailed check,No,62.64999999999999,13156.499999999998
90b2b633-956b-4c0c-a849-9b926b5252e3,41.0,Male,Month-to-month,33.93,1017.9,Yes,No,30,No,Bank transfer,No,33.93,10179.0
42c18a62-ef48-48d5-90fd-9d3f85d51695,43.0,Male,Month-to-month,22.23,511.29,No,DSL,23,No,Mailed check,No,22.23,5112.900000000001
506e5a9a-b758-488d-ab73-295b344a54b8,42.0,Female,Month-to-month,106.91,4062.58,No,Fiber optic,38,Yes,Electronic check,No,106.91,40625.8
21813d25-6552-48a6-83ff-50113d1a85dd,77.0,Male,Two year,75.41,2186.89,Yes,Fiber optic,29,Yes,Bank transfer,No,75.41,21868.899999999998
750cab75-4ccc-4bc2-a53f-8a28abf3e3fc,77.0,Female,Two year,80.87,2587.84,No,Fiber optic,32,Yes,Mailed check,Yes,80.87,25878.4
ef8c485b-c07a-40f2-add4-253b50f0fd0a,77.0,Male,Month-to-month,112.7,6987.400000000001,No,Fiber optic,62,Yes,Mailed check,Yes,112.7,69874.0
9f044aed-7552-4327-8262-7f7312922f83,62.0,Male,Two year,86.51,3892.9500000000003,No,Fiber optic,45,No,Credit card,No,86.51,38929.5
19985f15-ff00-4d4d-9020-59e4ff9ab5c2,58.0,Female,Two year,89.09,,Yes,No,49,No,Electronic check,No,89.09,43654.1
8181a8cc-3691-47eb-89a2-688b12c136e0,46.0,Female,One year,,,Yes,No,33,Yes,Credit card,Yes,98.7,32571.0
5958a499-eeea-463e-a1e8-ac6843e42caf,32.0,Male,Month-to-month,31.63,126.52,No,No,4,No,Credit card,No,31.63,1265.2
3e896c64-e117-4ac3-919c-4ea3e1805081,62.0,Female,Two year,56.02,1008.36,No,Fiber optic,18,No,Bank transfer,No,56.02,10083.6
702cdd20-2862-48b8-88f4-ef125e9953d2,18.0,Female,Two year,116.82,8177.4,No,No,70,Yes,Mailed check,Yes,116.82,81774.0
4d71c366-b41b-4143-8b10-550cd5704f32,42.0,Male,Month-to-month,112.29,7186.56,No,No,64,Yes,Mailed check,No,112.29,71865.6
ce9e1a11-fcbb-4e59-bbdd-cf7c9c96e9ec,24.0,Male,One year,108.41,3035.48,Yes,DSL,28,No,Mailed check,Yes,108.41,30354.8
aaf91531-0200-41f0-8768-a84fa76afde6,26.0,Male,Month-to-month,65.21,3782.18,No,No,58,Yes,Bank transfer,Yes,65.21,37821.799999999996
ee87905e-4ca4-45ea-8dfa-6a56d12dbc9a,41.0,Female,One year,105.72,,Yes,DSL,56,No,Bank transfer,No,105.72,59203.2
e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,18.0,Female,Month-to-month,24.84,496.8,Yes,Fiber optic,20,No,Electronic check,No,24.84,4968.0
e3c43657-1d8c-4bac-83b4-09ef2260e70f,61.0,Female,Month-to-month,34.85,1184.9,Yes,Fiber optic,34,Yes,Credit card,No,34.85,11849.0
27cb6f2a-8da0-4097-be0f-051b1b66b5a9,25.0,Female,Month-to-month,-10.0,614.0,Yes,Fiber optic,10,Yes,Electronic check,No,61.4,6140.0
35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,41.0,Male,Month-to-month,68.34,1503.48,Yes,Fiber optic,22,No,Electronic check,No,68.34,15034.8
afffcfd2-341e-440b-97c7-00aab7b56ea7,28.0,Female,One year,46.35,231.75,Yes,No,5,Yes,Bank transfer,No,46.35,2317.5
81627cf1-4394-42e6-9a58-7e8aa25d6b29,68.0,Male,One year,55.65,2448.6,Yes,DSL,44,No,Mailed check,No,55.65,24486.0
e87d1c78-e7c4-41c7-8049-7b717d106c60,34.0,Female,Two year,36.28,326.52,No,Fiber optic,9,No,Bank transfer,No,36.28,3265.2
a2607723-17a0-4f49-8d01-280fd89a40c0,25.0,Male,Month-to-month,68.91,2963.1299999999997,Yes,Fiber optic,43,Yes,Bank transfer,Yes,68.91,29631.299999999996
0b49452d-46d4-43f3-9450-281c6c6f7633,52.0,Male,One year,99.38,397.52,No,DSL,4,Yes,Bank transfer,No,99.38,3975.2
217d65a0-c568-41cd-9563-f61600e85ece,52.0,Male,One year,86.14,3617.88,No,DSL,42,Yes,Electronic check,No,86.14,36178.8
295d6fbf-430f-401d-bad4-09e2a319dcb4,50.0,Female,One year,30.78,2000.7,No,DSL,65,Yes,Mailed check,No,30.78,20007.0
b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,76.0,Male,Month-to-month,68.76,2819.1600000000003,No,DSL,41,No,Bank transfer,No,68.76,28191.600000000002
1ca3c448-0279-46a6-8f97-97b06d7ce3c9,,Male,Two year,89.76,5744.64,No,DSL,64,Yes,Electronic check,No,89.76,57446.4
b0e6a969-e213-42b0-b1ee-dba313432e61,59.0,Female,One year,72.99,4014.45,Yes,No,55,Yes,Bank transfer,No,72.99,40144.5
093923de-8bab-4e3b-a628-6bfbe767dcea,56.0,Male,Month-to-month,59.17,1065.06,Yes,DSL,18,Yes,Credit card,No,59.169999999999995,10650.599999999999
8d7248e2-951f-48d0-9e84-f058d5a804eb,75.0,Female,One year,82.19,1315.04,No,No,16,No,Mailed check,No,82.19,13150.4
0ab54bde-20a0-4502-ae06-809725e97977,58.0,Female,One year,116.86,5375.56,No,DSL,46,Yes,Electronic check,No,116.86000000000001,53755.600000000006
eededb07-e623-4689-9d59-cd2a4eea04e7,45.0,Male,Two year,29.49,1061.6399999999999,No,DSL,36,Yes,Credit card,No,29.489999999999995,10616.399999999998
0a368ce7-dc57-4131-b8e1-daa7cbceabde,24.0,Male,One year,59.0,3894.0,Yes,Fiber optic,66,Yes,Bank transfer,No,59.0,38940.0
ae9bec36-35c7-436c-9b99-62c6e61fecc0,,Female,One year,60.66,2669.04,No,Fiber optic,44,Yes,Credit card,No,60.66,26690.4
5a8aaeca-1a50-4ec3-aabc-25fa3fe12e47,25.0,Male,Month-to-month,77.7,388.5,Yes,Fiber optic,5,Yes,Credit card,No,77.7,3885.0
dfed2c43-e256-46dc-8f54-86b7c7b5b2bc,29.0,Female,Month-to-month,35.22,1021.38,Yes,Fiber optic,29,No,Electronic check,No,35.22,10213.8
bfddc3d9-9ee3-4c2a-b94d-62046808593f,51.0,Female,Two year,37.66,150.64,No,Fiber optic,4,No,Mailed check,No,37.66,1506.3999999999999
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,50.0,Female,Month-to-month,48.54,2378.46,Yes,Fiber optic,49,No,Mailed check,No,48.54,23784.6
ccc56569-f9e8-4369-a999-b735dd56cc94,65.0,Male,Month-to-month,115.59,924.72,Yes,DSL,8,Yes,Electronic check,Yes,115.59,9247.2
698c206f-e1a4-4e10-ad53-4dd0cf8ebc5a,72.0,Female,Two year,93.41,4857.32,Yes,DSL,52,Yes,Bank transfer,No,93.41,48573.2
ecab3301-bc8f-4d29-adea-94930658663a,40.0,Male,One year,86.17,5945.7300000000005,No,Fiber optic,69,No,Credit card,Yes,86.17,59457.3
696608aa-ee49-4329-884a-7b28550a1b46,79.0,Male,Two year,101.7,2135.7000000000003,No,Fiber optic,21,Yes,Mailed check,No,101.70000000000002,21357.000000000004
bc2cbb0d-dd33-4cc7-ab7f-089acd5f4822,41.0,Male,Month-to-month,,884.52,No,Fiber optic,27,No,Mailed check,No,32.76,8845.2
28c13091-444d-410b-bf87-e362cf8d446a,54.0,Male,Two year,105.93,4025.34,No,DSL,38,Yes,Credit card,No,105.93,40253.4
61ee411a-1bac-47a7-b386-f7a4c991603f,52.0,Female,One year,79.48,397.40000000000003,No,Fiber optic,5,No,Bank transfer,No,79.48,3974.0000000000005
787f2425-dbcc-4477-89e9-db0adf465290,61.0,Male,Two year,53.53,3265.33,No,Fiber optic,61,No,Credit card,No,53.53,32653.3
eb1fa9f2-d10b-41d0-b317-347038f16a81,57.0,Female,Month-to-month,101.59,812.72,No,DSL,8,Yes,Electronic check,No,101.59,8127.200000000001
d20eac17-4e20-4d1a-9983-36e375d66ed4,39.0,Female,Month-to-month,100.26,1804.68,No,DSL,18,Yes,Electronic check,No,100.26,18046.8
39118497-3a43-42ba-9f0f-06cbcb9bc326,44.0,Male,Two year,104.57,418.28,Yes,No,4,Yes,Bank transfer,No,104.57,4182.799999999999
6601ddd0-3170-4437-a8f7-ef5a060edf5b,52.0,Female,One year,31.55,126.2,No,Fiber optic,4,Yes,Mailed check,No,31.55,1262.0
11c58ef0-dd46-4c09-8752-87aa5408f9ac,18.0,Female,Two year,116.94,4326.78,Yes,DSL,37,Yes,Mailed check,No,116.94,43267.799999999996
59e4b671-4774-4c58-85f8-bc16f7860b50,52.0,Male,One year,115.96,1739.3999999999999,Yes,No,15,No,Bank transfer,No,115.96,17394.0
